idustry,ans,rate
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedAccreditedFinanceAgreements,0.028
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedBusinessRatesHoliday,0.085
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedCoronavirusJobRetentionScheme,0.405
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedDeferringVATPayments,0.263
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.022
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedHMRCTimeToPayScheme,0.07
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedWeHaveNotAppliedForAnyOfTheseInitiatives,0.484
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedAccreditedFinanceAgreements,*
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedBusinessRatesHoliday,0.038
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedCoronavirusJobRetentionScheme,0.098
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedDeferringVATPayments,0.184
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedGovernment-fundedSmallBusinessGrantOrLoanSchemes,*
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedHMRCTimeToPayScheme,0.057
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyAccreditedFinanceAgreements,0.066
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyBusinessRatesHoliday,0.098
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyCoronavirusJobRetentionScheme,0.459
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyDeferringVATPayments,0.174
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyGovernment-fundedSmallBusinessGrantOrLoanSchemes,*
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyHMRCTimeToPayScheme,0.022
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Education,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyNoneOfTheAbove,0.421
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedWehaven'tReceivedAnyThatWeAppliedFor,0.141
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedAccreditedFinanceAgreements,0.028
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedBusinessRatesHoliday,0.134
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedCoronavirusJobRetentionScheme,0.345
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedDeferringVATPayments,0.162
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.106
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedHMRCTimeToPayScheme,0.063
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedWeHaveNotAppliedForAnyOfTheseInitiatives,0.556
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedAccreditedFinanceAgreements,*
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedBusinessRatesHoliday,0.092
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedCoronavirusJobRetentionScheme,0.085
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedDeferringVATPayments,0.155
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.07
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedHMRCTimeToPayScheme,0.042
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyAccreditedFinanceAgreements,0.014
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyBusinessRatesHoliday,0.042
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyCoronavirusJobRetentionScheme,0.31
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyDeferringVATPayments,0.099
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.035
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyHMRCTimeToPayScheme,0.056
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#HumanHealthAndSocialWorkActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyNoneOfTheAbove,0.585
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedWehaven'tReceivedAnyThatWeAppliedFor,0.127
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedAccreditedFinanceAgreements,0.038
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedBusinessRatesHoliday,0.082
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedCoronavirusJobRetentionScheme,0.401
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedDeferringVATPayments,0.474
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.036
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedHMRCTimeToPayScheme,0.137
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedWeHaveNotAppliedForAnyOfTheseInitiatives,0.373
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedAccreditedFinanceAgreements,0.01
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedBusinessRatesHoliday,0.031
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedCoronavirusJobRetentionScheme,0.154
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedDeferringVATPayments,0.397
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.017
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedHMRCTimeToPayScheme,0.106
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyAccreditedFinanceAgreements,0.05
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyBusinessRatesHoliday,0.07
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyCoronavirusJobRetentionScheme,0.26
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyDeferringVATPayments,0.163
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.029
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyHMRCTimeToPayScheme,0.067
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#InformationAndCommunication,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyNoneOfTheAbove,0.587
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedWehaven'tReceivedAnyThatWeAppliedFor,0.237
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedAccreditedFinanceAgreements,0.086
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedBusinessRatesHoliday,0.14
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedCoronavirusJobRetentionScheme,0.635
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedDeferringVATPayments,0.443
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.048
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedHMRCTimeToPayScheme,0.193
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedWeHaveNotAppliedForAnyOfTheseInitiatives,0.26
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedAccreditedFinanceAgreements,0.013
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedBusinessRatesHoliday,0.079
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedCoronavirusJobRetentionScheme,0.199
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedDeferringVATPayments,0.33
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.026
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedHMRCTimeToPayScheme,0.147
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyAccreditedFinanceAgreements,0.066
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyBusinessRatesHoliday,0.081
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyCoronavirusJobRetentionScheme,0.383
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyDeferringVATPayments,0.167
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.028
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyHMRCTimeToPayScheme,0.092
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#Manufacturing,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyNoneOfTheAbove,0.481
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedWehaven'tReceivedAnyThatWeAppliedFor,0.176
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedAccreditedFinanceAgreements,0.081
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedBusinessRatesHoliday,0.126
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedCoronavirusJobRetentionScheme,0.622
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedDeferringVATPayments,0.662
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.049
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedHMRCTimeToPayScheme,0.186
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedWeHaveNotAppliedForAnyOfTheseInitiatives,0.207
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedAccreditedFinanceAgreements,0.023
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedBusinessRatesHoliday,0.078
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedCoronavirusJobRetentionScheme,0.216
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedDeferringVATPayments,0.518
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.022
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedHMRCTimeToPayScheme,0.146
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyAccreditedFinanceAgreements,0.074
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyBusinessRatesHoliday,0.073
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyCoronavirusJobRetentionScheme,0.35
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyDeferringVATPayments,0.228
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.023
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyHMRCTimeToPayScheme,0.083
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#intendingToApplyNoneOfTheAbove,0.503
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#TransportationAndStorage,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasReceivedWehaven'tReceivedAnyThatWeAppliedFor,0.184
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#TransportationAndStorage,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedAccreditedFinanceAgreements,0.092
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#TransportationAndStorage,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedBusinessRatesHoliday,0.241
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#TransportationAndStorage,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedCoronavirusJobRetentionScheme,0.766
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#TransportationAndStorage,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedDeferringVATPayments,0.553
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#TransportationAndStorage,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedGovernment-fundedSmallBusinessGrantOrLoanSchemes,0.064
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#TransportationAndStorage,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedHMRCTimeToPayScheme,0.248
http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#TransportationAndStorage,http://www.semanticweb.org/yijiang/ontologies/2022/2/OpenData-CW-1-Yijiang#hasAppliedWeHaveNotAppliedForAnyOfTheseInitiatives,0.167
